firm_name,addr_dept_main,n_offres,sector_main,avg_req_exp,avg_wage,top_skill_req,n_patents,ipc_main_code,ipc_main_desc,ipc_second_code,ipc_second_desc,addr_city_main
"Bernard-Hafner, Olivier",34,,,,,,1,G06K,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS (printing per se      B41J),"","",La Grande Motte
"Bernard-Jaoul, Xavier",80,,,,,,4,B60Q,"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL (arrangement of signalling or lighting devices, the mounting or supporting thereof, for rail vehicles B61D, for cycles B62J, for ships B63B, for aircraft B64D; lighting in general, lighting devices per seF21, H05B; signalling in general G08; electric switches per seH01H)","","",Bettembos
"Bernardini, Jean-René",83,,,,,,2,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS","","",Toulon
"Bernasconi, Jean",92,,,,,,7,A61G,"TRANSPORT, PERSONAL CONVEYANCES, OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS (appliances for aiding patients or disabled persons to walk A61H0003000000); OPERATING TABLES OR CHAIRS; CHAIRS FOR DENTISTRY; FUNERAL DEVICES (embalming corpses A01N0001000000)","","",Asnieres
"Bernier, Jacques",35,,,,,,18,F24D,"DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR (preventing corrosion C23F; water supply in general E03; using steam or condensate extracted or exhausted from steam engine plants for heating purposes F01K0017020000; steam traps F16T; domestic stoves or ranges F24B, F24C; water or air heaters having heat generating means F24H; combined heating and refrigeration systems F25B; heat exchange apparatus or elements F28; removing furring F28G; electric heating elements or arrangements H05B)",F25B,"REFRIGERATION MACHINES, PLANTS, OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT PUMP SYSTEMS (heat-transfer, heat-exchange or heat-storage materials, e.g. refrigerants, or materials for the production of heat or cold by chemical reactions other than by combustion C09K0005000000; pumps, compressors F04; use of heat pumps for domestic or space-heating or for domestic hot-water supply F24D; air-conditioning, air-humidification F24F; fluid heaters using heat pumps F24H)",Poce les Bois
"Berrebi, Nathalie",75,,,,,,1,A41D,"OUTERWEAR; PROTECTIVE GARMENTS; ACCESSORIES (eye or ear protectors A61F0009000000, A61F0011000000; sweating suits A61H0036000000)","","",Paris
"Berruyer, Yannick",38,,,,,,3,A47K,"SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe, sinks E03C; water-closets E03D); TOILET ACCESSORIES (cosmetic equipment A45D)","","",Saint Aupre
"Bertalmio, Liliane",13,,,,,,1,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","","",Lambesc
"Berteina-Raboin, Sabine",41,,,,,,5,C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K; processes for applying liquids or other fluent materials to surfaces, in general, B05D; staining wood B27K0005020000; glazes or vitreous enamels C03C; natural resins, French polish, drying-oils, driers, turpentine, per se, C09F; polishing compositions other than French polish, ski waxes C09G; adhesives or use of materials as adhesives C09J; materials for sealing or packing joints or covers C09K0003100000; materials for stopping leaks C09K0003120000; processes for the electrolytic or electrophoretic production of coatings C25D)",C09G,POLISHING COMPOSITIONS OTHER THAN FRENCH POLISH; SKI WAXES,Chaumont sur Tharonne
"Berthault, François",17,,,,,,4,B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C0001440000; paper-bag holders as shop or office accessories A47F0013080000; apparatus for coating, e.g. by dipping, B05C; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B; nailing or stapling devices B25C, B27F; inserting documents in envelopes and closing the latter B43M0003000000, B43M0005000000; labelling B65C; wrappers, containers or other packaging elements, e.g. binders, closures, protective caps, B65D; transport or storage devices B65G; devices for handling sheets or webs of interest apart from their application in packaging machines B65H; applying closure members to bottles, jars or similar containers B67B; hand- or power-operated devices not attached to, or not incorporated in, containers or container closures for opening closed containers B67B0007000000; packaging of matches C06F; wrapping sugar during manufacture C13B0045020000; packaging of ammunition or explosive charges F42B0039000000; making containers or receptacles, see the appropriate subclasses);",B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",Saint Genis de Saintonge
Bertheas & Cie,42,,,,,,8,D03D,WOVEN FABRICS; METHODS OF WEAVING; LOOMS,A44B,"BUTTONS, PINS, BUCKLES, SLIDE FASTENERS, OR THE LIKE (fastenings specially adapted for footwear A43C)",Saint Chamond
Bertin Technologies,78,,,,,,51,G01N,"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (separating components of materials in general B01D, B01J, B03, B07; apparatus fully provided for in a single other subclass, see the relevant subclass, e.g. B01L; measuring or testing processes other than immunoassay, involving enzymes or micro-organisms C12M, C12Q; investigation of foundation soil in situE02D0001000000; monitoring or diagnostic devices for exhaust-gas treatment apparatus F01N0011000000; sensing humidity changes for compensating measurements of other variables or for compensating readings of instruments for variations in humidity, seeG01D;  or the relevant subclass for the variable measuredtesting or determining the properties of structures G01M; measuring or investigating electric or magnetic properties of materials G01R; systems in general for determining distance, velocity or presence by use of propagation effects, e.g. Doppler effect, propagation time, of reflected or reradiated radio waves, analogous arrangements using other waves G01S; determining sensitivity, graininess, or density of photographic materials G03C0005020000; testing component parts of nuclear reactors G21C0017000000)",B03C,"MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS (filters making use of electricity or magnetism B01D0035060000; separating isotopes B01D0059000000; combinations of magnetic or electrostatic separation with separation of solids by other means B03B, B07B; separating sheets from piles B65H0003000000; magnets or magnet coils per seH01F)",Montigny le Bretonneux
"Bertrand, Claude",83,,,,,,20,A61G,"TRANSPORT, PERSONAL CONVEYANCES, OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS (appliances for aiding patients or disabled persons to walk A61H0003000000); OPERATING TABLES OR CHAIRS; CHAIRS FOR DENTISTRY; FUNERAL DEVICES (embalming corpses A01N0001000000)",E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls, floors, or ceilings E06B0001000000)",Taradeau
Bertrandt,31,4,"Aérospatial, Industrie Aéronautique",7,,"Database, équipe",,,,,,
"Bertron, Olivier",53,,,,,,2,C09K,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FOR; APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR,"","",Bonchamp les Laval
"Bes, Claude",34,,,,,,7,A63B,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT (apparatus for passive exercising, massage A61H)","","",Montpellier
"Besse, Evenelle",33,,,,,,6,A61J,CONTAINERS SPECIALLY ADAPTED FOR MEDICAL OR PHARMACEUTICAL PURPOSES; DEVICES OR METHODS SPECIALLY ADAPTED FOR BRINGING PHARMACEUTICAL PRODUCTS INTO PARTICULAR PHYSICAL OR ADMINISTERING FORMS; DEVICES FOR ADMINISTERING FOOD OR MEDICINES ORALLY; BABY COMFORTERS; DEVICES FOR RECEIVING SPITTLE,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",Belves de Castillon
"Bessier, Nordine",68,,,,,,1,E04F,"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS (windows, doors E06B)","","",Illzach
Beta Innov,34,,,,,,24,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",C07J,STEROIDS (seco-steroids C07C),Montpellier
Betclic Group,33,4,"",,,"Français, Anglais",,,,,,
"Bettencourt, Caroline, Françoise, Emilie",92,,,,,,3,B01L,"CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus, see the relevant classes for industrial apparatus, particularly subclasses of B01 and C12; separating or distilling apparatus B01D; mixing or stirring devices B01F; atomisers B05B; sieves B07B; corks, bungs B65D; handling liquids in general B67; vacuum pumps F04; siphons F04F0010000000; taps, stop-cocks F16K; tubes, tube joints F16L; apparatus specially adapted for investigating or analysing materials G01, particularly G01N; electrical or optical apparatus, see the relevant classes in sections G and H);",B03C,"MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS (filters making use of electricity or magnetism B01D0035060000; separating isotopes B01D0059000000; combinations of magnetic or electrostatic separation with separation of solids by other means B03B, B07B; separating sheets from piles B65H0003000000; magnets or magnet coils per seH01F)",Bagneux
"Better, Watt",92,,,,,,5,F24D,"DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR (preventing corrosion C23F; water supply in general E03; using steam or condensate extracted or exhausted from steam engine plants for heating purposes F01K0017020000; steam traps F16T; domestic stoves or ranges F24B, F24C; water or air heaters having heat generating means F24H; combined heating and refrigeration systems F25B; heat exchange apparatus or elements F28; removing furring F28G; electric heating elements or arrangements H05B)",G05B,"CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS (fluid-pressure actuators or systems acting by means of fluids in general F15B; valves per seF16K; characterised by mechanical features only G05G; sensitive elements, see the appropriate subclasses, e.g. G12B, subclasses of G01, H01; correcting units, see the appropriate subclasses, e.g. H02K)",Levallois Perret
Bettercan & Co,75,,,,,,1,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","","",Paris
Beuchat International (SA),13,,,,,,4,B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS (floating nets, floating slipways, or the like for recovering aircraft from the water B63B0035520000)",A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",Marseille
"Bevand, Claude",11,,,,,,1,A63C,"SKATES; SKIS; ROLLER SKATES; DESIGN OR LAYOUT OF COURTS, RINKS OR THE LIKE (devices for underwater sports A63B0031000000, A63B0033000000, B63C0011000000; devices for gliding on water, e.g. water skis, B63B0035790000, B63B0035810000, B63B0035830000)","","",Oyonnax
Beweis (Sarl),13,,,,,,15,G06K,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS (printing per se      B41J),G01N,"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (separating components of materials in general B01D, B01J, B03, B07; apparatus fully provided for in a single other subclass, see the relevant subclass, e.g. B01L; measuring or testing processes other than immunoassay, involving enzymes or micro-organisms C12M, C12Q; investigation of foundation soil in situE02D0001000000; monitoring or diagnostic devices for exhaust-gas treatment apparatus F01N0011000000; sensing humidity changes for compensating measurements of other variables or for compensating readings of instruments for variations in humidity, seeG01D;  or the relevant subclass for the variable measuredtesting or determining the properties of structures G01M; measuring or investigating electric or magnetic properties of materials G01R; systems in general for determining distance, velocity or presence by use of propagation effects, e.g. Doppler effect, propagation time, of reflected or reradiated radio waves, analogous arrangements using other waves G01S; determining sensitivity, graininess, or density of photographic materials G03C0005020000; testing component parts of nuclear reactors G21C0017000000)",Roquefort la Bedoule
Bewellconnect,75,,,,,,7,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",G01K,MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR (radiation pyrometry G01J0005000000),Paris
"Bex, Boris",75,,,,,,1,B62J,"CYCLE SADDLES OR SEATS; ACCESSORIES PECULIAR TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS (registration plates B60R0013100000; cyclometers, i.e. wheel-revolution counters, G01C0022000000)","","",Paris
"Bey, Amo",33,,,,,,1,E03C,"DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER (not connected to either water-supply main or to waste pipe A47K; devices of the kind used in the ground E03B, E03F); SINKS","","",Gradignan
"Beyersdorffer, Mathias",29,,,,,,21,F24S,"",H02S,"",Crozon
Beynel,33,,,,,,7,B32B,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM","","",Salles
"Beyrard, Norbert",12,,,,,,1,G21K,TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES,"","",Divonne les Bains
BforBank,92,1,"",,,Autonome,,,,,,
Bforcure,75,,,,,,4,B01L,"CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus, see the relevant classes for industrial apparatus, particularly subclasses of B01 and C12; separating or distilling apparatus B01D; mixing or stirring devices B01F; atomisers B05B; sieves B07B; corks, bungs B65D; handling liquids in general B67; vacuum pumps F04; siphons F04F0010000000; taps, stop-cocks F16K; tubes, tube joints F16L; apparatus specially adapted for investigating or analysing materials G01, particularly G01N; electrical or optical apparatus, see the relevant classes in sections G and H);","","",Paris
